source,target,weight
1083894340,1043629759,1
1083894340,1038145450,1
1083894340,1083404381,1
1083894340,1099970258,1
1083894340,1062030473,1
1019998361,1076004378,1
1061858786,1068743272,1
1073478717,1024749984,1
1073478717,1061776172,1
1073478717,1037678029,1
1073478717,1093503759,1
1035068688,1030373540,1
1035068688,1062241902,1
1035068688,1022891587,1
1035068688,1004631619,1
1017229199,1090125537,1
1017229199,1065098895,1
1017229199,1078643052,1
1017229199,1099970258,1
1017229199,1085074868,1
1090125537,1084859736,1
1090125537,1044101168,1
1009598911,1095609304,1
1009598911,1024749984,1
1009598911,1014497832,1
1009598911,1051149575,1
1009598911,1016885975,1
1009598911,1018951442,1
1009598911,1065305623,1
1072919020,1082822840,1
1072751254,1038145450,1
1072751254,1035231966,1
1072751254,1072316195,1
1030373540,1016284005,1
1030373540,1054724844,1
1030373540,1088143815,1
1057026885,1018197286,1
1057026885,1094072889,1
1057026885,1093503759,1
1057026885,1047332073,1
1005268222,1073223493,1
1005268222,1062241902,1
1005268222,1022346179,1
1005268222,1032222780,1
1005268222,1092135873,1
1005268222,1081539622,1
1005268222,1037544423,1
1032109917,1097477669,1
1032109917,1001778892,1
1032109917,1086727385,1
1032109917,1018951442,1
1075820644,1016284005,1
1075820644,1096419153,1
1087945920,1065098895,1
1043629759,1073223493,1
1043629759,1018603895,1
1043629759,1097477669,1
1043629759,1001778892,1
1043629759,1083860064,1
1043629759,1086950765,1
1043629759,1022346179,1
1043629759,1065125593,1
1043629759,1062002309,1
1043629759,1053634957,1
1073223493,1094973910,1
1073223493,9252247533,1
1072499463,1018197286,1
1072499463,1000259458,1
1095609304,1070133920,1
1095609304,1086950765,1
1018197286,1039001755,1
1001778892,1041087865,1
1017791154,1037544423,1
1017791154,1084158242,1
1017791154,1080723337,1
1032132964,1079691615,1
1096419153,1040013574,1
1096419153,1078825829,1
1096419153,1096952622,1
1065143559,1053634957,1
1065143559,1091827726,1
1062241902,1084859736,1
1084859736,1062002309,1
1040013574,1022891587,1
1040013574,1095645623,1
1054724844,1014497832,1
1038145450,1078643052,1
1072316195,1044101168,1
1072316195,1085516094,1
1072316195,1088143815,1
1072316195,1024228147,1
1072316195,1044910474,1
1078746920,1038123876,1
1024749984,1031889046,1
1024749984,1032222780,1
1044101168,1007721131,1
1000259458,1069836570,1
1031889046,1038123876,1
1086950765,1061776172,1
1025862663,1000637777,1
1061776172,1010626427,1
1051149575,1098400959,1
1051149575,1024228147,1
1065098895,1094072889,1
1050064375,1029362704,1
1050064375,1005703411,1
1050064375,1095353499,1
1078643052,1085212129,1
1078643052,1076554888,1
1065125593,1010626427,1
1018951442,1010626427,1
1085212129,1048925828,1
1055607468,1094973910,1
1029362704,1076004378,1
1029362704,1072244719,1
1094072889,1081539622,1
1098400959,1005703411,1
1098400959,1010626427,1
1060872920,1047332073,1
1038123876,1095353499,1
1044961694,1085717645,1
1094973910,1053561688,1
1024228147,1047451014,1
1065305623,1010626427,1
1016159217,1006949980,1
1016159217,1054652603,1
1016159217,1055114697,1
1016159217,1086412876,1
1016159217,1047929608,1
1016159217,1095412941,1
1016159217,1070045825,1
1016159217,1043452431,1
1016159217,1090904318,1
1016159217,1057594010,1
1016159217,1017764910,1
1016159217,1029155558,1
1016159217,1059461248,1
1016159217,1099753187,1
1016159217,1023132251,1
1016159217,1051584242,1
1016159217,1082433338,1
1016159217,1034592099,1
1016159217,1075551787,1
1016159217,1091012560,1
1016159217,1004161042,1
1016159217,1054313927,1
1016159217,1089309928,1
1016159217,1093486048,1
1006949980,1012831963,1
1006949980,1052510163,1
1006949980,1043770943,1
1006949980,1011550560,1
1006949980,1090329229,1
1006949980,1067807046,1
1006949980,1018770995,1
1006949980,1030819178,1
1006949980,1029479087,1
1006949980,1038497840,1
1006949980,1075881293,1
1006949980,1099262526,1
1006949980,1034592099,1
1006949980,1064052782,1
1006949980,1075551787,1
1006949980,1093486048,1
1054652603,1055114697,1
1054652603,1012831963,1
1054652603,1086412876,1
1054652603,1043198068,1
1054652603,1022097021,1
1054652603,1070045825,1
1054652603,1090904318,1
1054652603,1058066787,1
1054652603,1018818724,1
1054652603,1007963984,1
1054652603,1080693501,1
1054652603,1029155558,1
1054652603,1019025035,1
1054652603,1054574011,1
1054652603,1096924576,1
1054652603,1019745603,1
1054652603,1051147114,1
1054652603,1071742177,1
1054652603,1046886040,1
1054652603,1015757003,1
1054652603,1041072879,1
1054652603,1023300251,1
1054652603,1004162990,1
1055114697,1043198068,1
1055114697,1052510163,1
1055114697,1095412941,1
1055114697,1060384106,1
1055114697,1011550560,1
1055114697,1022097021,1
1055114697,1043452431,1
1055114697,1058066787,1
1055114697,1063257833,1
1055114697,1017764910,1
1055114697,1018770995,1
1055114697,1058797127,1
1055114697,1053447304,1
1055114697,1016850740,1
1055114697,1076826446,1
1055114697,1002519564,1
1055114697,1014081747,1
1055114697,1041842208,1
1055114697,1082433338,1
1055114697,1077231783,1
1055114697,1067646351,1
1055114697,1036844334,1
1055114697,1050030954,1
1055114697,1085843966,1
1055114697,1093757298,1
1055114697,1045349831,1
1055114697,1006545575,1
1055114697,1054313927,1
1055114697,1090080457,1
1055114697,1015757003,1
1055114697,1037621486,1
1055114697,1049419824,1
1055114697,1079945015,1
1055114697,1060949216,1
1055114697,1095752491,1
1012831963,1043770943,1
1012831963,1089282732,1
1012831963,1023132251,1
1012831963,1090952822,1
1012831963,1008468950,1
1012831963,1046886040,1
1012831963,1041242174,1
1086412876,1090329229,1
1086412876,1040553934,1
1086412876,1024930306,1
1086412876,1018818724,1
1086412876,1080693501,1
1086412876,1019025035,1
1086412876,1005511881,1
1043198068,1047929608,1
1043198068,1082299224,1
1043198068,1088837733,1
1043198068,1080541569,1
1043198068,1067807046,1
1043198068,1063257833,1
1043198068,1089282732,1
1043198068,1053447304,1
1043198068,1016850740,1
1043198068,1068420102,1
1043198068,1052575577,1
1043198068,1035184463,1
1043198068,1008468950,1
1043198068,1001347249,1
1043198068,1069654873,1
1043198068,1000748617,1
1043198068,1055462017,1
1043198068,1051792405,1
1052510163,1060384106,1
1052510163,1082299224,1
1052510163,1048956267,1
1095412941,1077936664,1
1095412941,1021013455,1
1095412941,1037831342,1
1060384106,1057594010,1
1060384106,1083171945,1
1060384106,1058797127,1
1060384106,1007324282,1
1060384106,1017309046,1
1060384106,1054574011,1
1060384106,1057461372,1
1060384106,1052575577,1
1060384106,1079092421,1
1060384106,1050030954,1
1060384106,1093757298,1
1060384106,1042826977,1
1060384106,1004162990,1
1060384106,1038388461,1
1043770943,1080541569,1
1043770943,1019498853,1
1043770943,1030819178,1
1043770943,1094048083,1
1043770943,1085843966,1
1043770943,1054751517,1
1011550560,1029447167,1
1011550560,1008367574,1
1011550560,1099753187,1
1011550560,1094048083,1
1011550560,1099262526,1
1011550560,1064052782,1
1011550560,1008527385,1
1011550560,1015188925,1
1011550560,1074406422,1
1011550560,1013554482,1
1011550560,1089309928,1
1011550560,1060949216,1
1011550560,1095752491,1
1022097021,1088837733,1
1022097021,1076826446,1
1022097021,1059890093,1
1070045825,1040553934,1
1070045825,1029447167,1
1070045825,1084471612,1
1070045825,1062503181,1
1070045825,1081091156,1
1082299224,1007324282,1
1082299224,1013852435,1
1088837733,1024930306,1
1088837733,1017454863,1
1043452431,1094472813,1
1090329229,1068420102,1
1090329229,1062503181,1
1090329229,1035184463,1
1090329229,1045349831,1
1090329229,1071664856,1
1057594010,1008367574,1
1057594010,1084471612,1
1057594010,1022260257,1
1057594010,1014081747,1
1057594010,1040552440,1
1057594010,1090080457,1
1057594010,1015188925,1
1057594010,1013852435,1
1057594010,1092790720,1
1057594010,1052447285,1
1080541569,1007963984,1
1080541569,1083171945,1
1080541569,1016014790,1
1067807046,1019498853,1
1067807046,1017454863,1
1067807046,1036844334,1
1067807046,1081091156,1
1067807046,1071664856,1
1067807046,1089534544,1
1067807046,1049419824,1
1024930306,1044150915,1
1018818724,1022260257,1
1008367574,1029479087,1
1008367574,1049720344,1
1063257833,1079781369,1
1063257833,1079092421,1
1083171945,1074838741,1
1029155558,1059461248,1
1029155558,1044150915,1
1029155558,1001347249,1
1029155558,1049974223,1
1058797127,1057461372,1
1058797127,1077936664,1
1058797127,1021013455,1
1058797127,1089534544,1
1019498853,1016748037,1
1019498853,1037621486,1
1019498853,1079945015,1
1016850740,1002519564,1
1076826446,1013687137,1
1022260257,1037831342,1
1059461248,1059890093,1
1059461248,1012349330,1
1044150915,1054951191,1
1099753187,1016014790,1
1068420102,1079731655,1
1019025035,1041842208,1
1019025035,1039282197,1
1002519564,1096924576,1
1062503181,1017309046,1
1062503181,1005511881,1
1017309046,1079781369,1
1017309046,1079731655,1
1017309046,1004161042,1
1057461372,1090952822,1
1014081747,1077231783,1
1016014790,1075881293,1
1016014790,1051584242,1
1016014790,1019745603,1
1016014790,1071742177,1
1016014790,1058735700,1
1016014790,1054951191,1
1079781369,1040552440,1
1079781369,1051147114,1
1079781369,1006545575,1
1079781369,1094472813,1
1079781369,1062951936,1
1079781369,1049720344,1
1023132251,1038497840,1
1017454863,1083722461,1
1017454863,1029098659,1
1017454863,1041242174,1
1051584242,1003706914,1
1052575577,1013687137,1
1079092421,1006898024,1
1079092421,1016748037,1
1077231783,1067646351,1
1077231783,1033222806,1
1067646351,1041072879,1
1067646351,1010626427,1
1036844334,1058735700,1
1008468950,1006898024,1
1008468950,1091012560,1
1008468950,1069654873,1
1008468950,1008527385,1
1008468950,1023300251,1
1006898024,1077997466,1
1064052782,1012349330,1
1064052782,1058941056,1
1064052782,1013554482,1
1016748037,1074406422,1
1059890093,1000748617,1
1059890093,1051792405,1
1059890093,1033222806,1
1071742177,1083722461,1
1046886040,1058941056,1
1004161042,1062951936,1
1077936664,1054751517,1
1077936664,1038388461,1
1045349831,1055462017,1
1045349831,1042826977,1
1006545575,1003706914,1
1090080457,1083732796,1
1008527385,1010626427,1
1000748617,1049974223,1
1055462017,1077478170,1
1058941056,1077478170,1
1049974223,1039282197,1
1041072879,1029098659,1
1049419824,1092790720,1
1092790720,1010626427,1
1079945015,1048956267,1
1004162990,1010626427,1
1039282197,1052447285,1
1056955045,1057890195,1
1056955045,1052237185,1
1056955045,1029698172,1
1056955045,1036606650,1
1056955045,1065697034,1
1056955045,1053128809,1
1056955045,1070421791,1
1056955045,1060988399,1
1056955045,1045692606,1
1056955045,1088940658,1
1057890195,1088124302,1
1057890195,1068118318,1
1052237185,1029698172,1
1052237185,1019357745,1
1052237185,1000568002,1
1052237185,1030048244,1
1052237185,1065818338,1
1052237185,1047542532,1
1052237185,1079586452,1
1052237185,1021415771,1
1052237185,1057241265,1
1052237185,1001187439,1
1052237185,1050157050,1
1052237185,1081026130,1
1052237185,1042529624,1
1052237185,1040748270,1
1052237185,1071573292,1
1052237185,1041341580,1
1029698172,1088124302,1
1029698172,1019357745,1
1029698172,1000568002,1
1029698172,1002040973,1
1029698172,1036606650,1
1029698172,1077194335,1
1029698172,1079738859,1
1029698172,1077567218,1
1029698172,1023150642,1
1029698172,1031546269,1
1029698172,1047542532,1
1029698172,1071942094,1
1029698172,1085838971,1
1029698172,1001187439,1
1029698172,1076852260,1
1029698172,1070273851,1
1029698172,1078342565,1
1029698172,1099323442,1
1029698172,1046349555,1
1029698172,1053221324,1
1029698172,1039335469,1
1029698172,1065433285,1
1029698172,1098056403,1
1029698172,1027042253,1
1029698172,1038584044,1
1029698172,1070972149,1
1029698172,1070004826,1
1088124302,1030048244,1
1088124302,1070661660,1
1088124302,1044211157,1
1088124302,1027649365,1
1088124302,1005166930,1
1088124302,1090942834,1
1088124302,1027162195,1
1088124302,1052826977,1
1019357745,1002040973,1
1019357745,1065697034,1
1019357745,1059880429,1
1019357745,1086691941,1
1019357745,1011686643,1
1019357745,1059092362,1
1019357745,1009033597,1
1019357745,1097213225,1
1019357745,1002780483,1
1019357745,1099323442,1
1019357745,1094592239,1
1019357745,1096297525,1
1019357745,1046583886,1
1019357745,1066471614,1
1019357745,1023836413,1
1019357745,1089918385,1
1019357745,1040467629,1
1002040973,1077194335,1
1002040973,1006688990,1
1002040973,1022058115,1
1002040973,1059880429,1
1002040973,1068253998,1
1002040973,1071942094,1
1002040973,1076852260,1
1002040973,1091523701,1
1002040973,1084869117,1
1030048244,1065818338,1
1030048244,1070661660,1
1030048244,1070421791,1
1030048244,1085838971,1
1036606650,1053128809,1
1036606650,1016087507,1
1036606650,1044211157,1
1036606650,1009033597,1
1036606650,1086254578,1
1036606650,1097213225,1
1036606650,1076532390,1
1036606650,1098056403,1
1036606650,1089918385,1
1036606650,1038584044,1
1065697034,1068253998,1
1065697034,1086254578,1
1065697034,1077583044,1
1065697034,1080746368,1
1065697034,1046583886,1
1053128809,1016087507,1
1053128809,1023150642,1
1053128809,1033746045,1
1053128809,1033777020,1
1053128809,1091523701,1
1065818338,1088822932,1
1065818338,1077567218,1
1065818338,1019561333,1
1065818338,1060988399,1
1065818338,1027649365,1
1065818338,1050513704,1
1065818338,1005166930,1
1065818338,1093522238,1
1065818338,1065433285,1
1065818338,1031847414,1
1065818338,1086896082,1
1070661660,1049727741,1
1070661660,1002633671,1
1070661660,1090942834,1
1070661660,1056435987,1
1070661660,1080152223,1
1077194335,1006688990,1
1077194335,1022058115,1
1077194335,1086691941,1
1077194335,1050513704,1
1077194335,1045692606,1
1077194335,1096633839,1
1006688990,1011686643,1
1006688990,1081110319,1
1006688990,1049727741,1
1006688990,1073607478,1
1006688990,1066757040,1
1006688990,1084869117,1
1006688990,1027785961,1
1006688990,1070004826,1
1022058115,1088822932,1
1022058115,1079738859,1
1022058115,1019561333,1
1022058115,1081026130,1
1022058115,1007672830,1
1022058115,1096633839,1
1022058115,1038788753,1
1059880429,1090581403,1
1059880429,1059092362,1
1059880429,1002780483,1
1059880429,1070273851,1
1059880429,1078342565,1
1070421791,1021415771,1
1070421791,1093522238,1
1070421791,1070256414,1
1086691941,1090581403,1
1086691941,1068118318,1
1086691941,1081110319,1
1086691941,1031077862,1
1086691941,1050157050,1
1086691941,1056435987,1
1086691941,1080746368,1
1086691941,1046349555,1
1086691941,1064897854,1
1086691941,1040748270,1
1086691941,1027162195,1
1086691941,1027785961,1
1086691941,1038788753,1
1090581403,1002695232,1
1090581403,1057241265,1
1090581403,1027111566,1
1011686643,1002695232,1
1011686643,1002633671,1
1088822932,1077583044,1
1088822932,1039335469,1
1002695232,1031546269,1
1002695232,1053122571,1
1002695232,1031077862,1
1002695232,1096297525,1
1002695232,1066471614,1
1002695232,1031847414,1
1023150642,1088810285,1
1009033597,1007672830,1
1031546269,1095703894,1
1031546269,1076532390,1
1031546269,1042541430,1
1086254578,1037842761,1
1086254578,1066835758,1
1086254578,1094592239,1
1086254578,1073607478,1
1060988399,1079586452,1
1068118318,1080152223,1
1047542532,1037842761,1
1047542532,1083226355,1
1079586452,1029839129,1
1079586452,1091265135,1
1079586452,1033746045,1
1079586452,1064897854,1
1079586452,1090458791,1
1079586452,1066757040,1
1079586452,1079829813,1
1071942094,1095703894,1
1071942094,1000273504,1
1071942094,1048249740,1
1027649365,1091265135,1
1095703894,1088940658,1
1085838971,1071573292,1
1085838971,1040467629,1
1081110319,1038658888,1
1050513704,1042529624,1
1050513704,1041341580,1
1057241265,1066835758,1
1045692606,1053122571,1
1045692606,1070292931,1
1037842761,1052826977,1
1076852260,1053221324,1
1076852260,1033777020,1
1005166930,1079829813,1
1070273851,1027111398,1
1070273851,1010626427,1
1077583044,1029839129,1
1077583044,1070972149,1
1029839129,1070256414,1
1029839129,1010626427,1
1007672830,1000273504,1
1007672830,1038658888,1
1090942834,1054068087,1
1093522238,1038986883,1
1056435987,1040495316,1
1042529624,1088926744,1
1099323442,1088926744,1
1099323442,1070292931,1
1046349555,1054068087,1
1076532390,1023836413,1
1064897854,1083226355,1
1094592239,1027111398,1
1094592239,1099355885,1
1096297525,1038986883,1
1027111398,1099355885,1
1027111398,1086896082,1
1046583886,1048249740,1
1040748270,1010626427,1
1066471614,1027042253,1
1066471614,1090458791,1
1066471614,1042541430,1
1088940658,1010626427,1
1099355885,1040495316,1
1066627636,1008677389,1
1066627636,1019110743,1
1066627636,1004254552,1
1066627636,1040672930,1
1066627636,1046549886,1
1066627636,1025903933,1
1066627636,1070928518,1
1066627636,1033443556,1
1066627636,1025767686,1
1066627636,1007541325,1
1066627636,1071569584,1
1066627636,1087104271,1
1066627636,1052569657,1
1066627636,1081016225,1
1008677389,1004254552,1
1008677389,1033403796,1
1008677389,1069462758,1
